1.309604772885735735e-01,2.705947382720060856e-01,1.897857331517099344e-01,1.961951202241042636e-01
1.647468359070149713e-01,2.212315078517578526e-01,1.961773760286836810e-01,2.154549595367348525e-01
1.370457436892974779e-01,2.491649433865706920e-01,2.000320803175188455e-01,2.059014437313489987e-01
1.325176387834338387e-01,2.515092588120912964e-01,1.826392811235245106e-01,2.234619501601551594e-01
1.742897301140414745e-01,2.406779906490134902e-01,1.809842885328304951e-01,2.006263022054892431e-01
1.504004098605658257e-01,2.561724983685617074e-01,1.674644719280792282e-01,2.171765957246270251e-01
1.492677417758367375e-01,2.490010459328627912e-01,1.975845103329333385e-01,1.979115275343311386e-01
1.433309676136476918e-01,2.803982417100334690e-01,1.721833809034756801e-01,1.903054112065751535e-01
1.326731086024736384e-01,2.749003081796087544e-01,2.068812717684402891e-01,1.715450089155166613e-01
1.325754069189831463e-01,2.600034756497215382e-01,1.940202810797063415e-01,2.032369713801579769e-01
1.584910238463554943e-01,2.545036031936002141e-01,1.763186991413293048e-01,2.039538458600332338e-01
1.647438834998752322e-01,2.595218974920858734e-01,1.558171335366685673e-01,2.111736655667656171e-01
2.003263095667782989e-01,2.523183092708929376e-01,1.511061984375409450e-01,1.896395565375628423e-01
1.308612412089193155e-01,2.562099924863856515e-01,2.106592423075553111e-01,1.923044945411087614e-01
1.583650238324308679e-01,2.295838561942667166e-01,1.913015203487515026e-01,2.170874244542490283e-01
1.463834129529879291e-01,2.411557071948092212e-01,2.013305432389064231e-01,2.054903570161278614e-01
1.548078444328425396e-01,2.502807947600499405e-01,1.620576581266481020e-01,2.245686866175853058e-01
1.724004913441935793e-01,2.481579277335674849e-01,1.477874041658903959e-01,2.237250662713577698e-01
1.392583952585686735e-01,2.632454592382634795e-01,2.172734519387266861e-01,1.689669701934822799e-01
1.540493937125305135e-01,2.557189390983903299e-01,1.642559090977981640e-01,2.173932655498053979e-01
1.312242650283366729e-01,2.401538187496934373e-01,1.578185416734277091e-01,2.567855322720569156e-01
1.408637784777241331e-01,2.529954044469999719e-01,1.794589081202174752e-01,2.179266050093540408e-01
1.826330292439633241e-01,2.172563614072650917e-01,1.543757918804336826e-01,2.403775967929378810e-01
1.283511817847433067e-01,2.488818211773470290e-01,1.777743662439482120e-01,2.338276908561706668e-01
1.480660499031011823e-01,2.623687283188682051e-01,1.792235722272245146e-01,2.013740169570052418e-01
1.572555597272802252e-01,2.465556422744161202e-01,1.670571754739749448e-01,2.221531203187568637e-01
1.290673670722245481e-01,2.523362353561929838e-01,1.698610959028419853e-01,2.364595626872418033e-01
1.529339892031651160e-01,2.482527264994290606e-01,1.972990803853331143e-01,1.957704888815515187e-01
1.315820636296490820e-01,2.391445195698494175e-01,1.750981884549650813e-01,2.435160642888989369e-01
1.522450317351346782e-01,2.410142185064653164e-01,1.716203153786557967e-01,2.282105758723018407e-01
1.304343476861173912e-01,2.913301439869184217e-01,1.875841877261177626e-01,1.721919482406813751e-01
1.266347212497755115e-01,2.429926793863045054e-01,1.936233379329583559e-01,2.271411345714133001e-01
1.243105476237762463e-01,2.708049096185904947e-01,1.647034209440390307e-01,2.244983623591873256e-01
1.799914226946096873e-01,2.204928431761397079e-01,1.865348005660727448e-01,2.115615349806849732e-01
1.653650402646361095e-01,2.517039216485173481e-01,1.687809911771377680e-01,2.078892216862285591e-01
1.275467735344406606e-01,2.772343690643577774e-01,1.971649957821438037e-01,1.834377989305835122e-01
1.484082654956470904e-01,2.509475211044169263e-01,1.648460412851802115e-01,2.267987895687895161e-01
1.661066402023128330e-01,2.289669574750902437e-01,2.021058389625198237e-01,2.003490450306791848e-01
1.687015531447341177e-01,2.205851510444672703e-01,1.994460373417088206e-01,2.094323119000769673e-01
1.306444119614109389e-01,2.808637376704245514e-01,2.115856738450827002e-01,1.602263450427200697e-01
1.445447693330004224e-01,2.501037927109212577e-01,1.869298167042723613e-01,2.111124642813984043e-01
1.577965259943016618e-01,2.295186670775663795e-01,1.886543154896927754e-01,2.201076048918988726e-01
1.459914148732458505e-01,2.498383005848096305e-01,2.069409944894288200e-01,1.903263169274010402e-01
1.275246553212269762e-01,2.536835250523920560e-01,1.849915629228739977e-01,2.229632724843800262e-01
1.494472790274216922e-01,2.612310685743072791e-01,1.817750680241001504e-01,1.990599662055110575e-01
1.461914347034616313e-01,2.362600678298122370e-01,1.787281733924962479e-01,2.318371979180982034e-01
1.854595946952628527e-01,2.445187562679211613e-01,1.743525419797658516e-01,1.919084572239356801e-01
1.389714605841893269e-01,2.494029403188620653e-01,1.778136731300353490e-01,2.248399892956572110e-01
1.456553349526988617e-01,2.366483776154534591e-01,2.022290698620459459e-01,2.101151045733026246e-01
1.442586318362600317e-01,2.449386971203987851e-01,1.817954987895525620e-01,2.216920633699747678e-01
1.466841033763360835e-01,2.356376955654800320e-01,1.674268238477955584e-01,2.416919511859659531e-01
1.500981677928890368e-01,2.244718888893357245e-01,1.864939169601457780e-01,2.335417580736795506e-01
1.571984813341169851e-01,2.680489254806876498e-01,1.278292095630941816e-01,2.311862089128461362e-01
1.546937078231656881e-01,2.315416817313078468e-01,2.095255445125455696e-01,2.004010668362593284e-01
1.404490126498178226e-01,2.431635455741223140e-01,1.685922302408405238e-01,2.381146138425667136e-01
1.561892903532395294e-01,2.198249792856596108e-01,1.793420398248289360e-01,2.393134539786824222e-01
1.383649801359657650e-01,2.394580252827425704e-01,1.548512723374726174e-01,2.544770350599689923e-01
1.771001853769245404e-01,2.283502234855625257e-01,1.462869513355352369e-01,2.409906462360947577e-01
1.153505051571219325e-01,2.667429211577191928e-01,2.022758785205952814e-01,2.014465829997938995e-01
1.448027627046695465e-01,2.340401558306681173e-01,1.794243237102709776e-01,2.345792714079575070e-01
1.511278351273371567e-01,2.830049947758160878e-01,1.760570779761301274e-01,1.759918136574933900e-01
1.321969822314874032e-01,2.687909576882446250e-01,2.053387551043728554e-01,1.814476276057661042e-01
1.575946319931718631e-01,2.565184087651438127e-01,1.634052215318283485e-01,2.141934958381994658e-01
1.482445811839714911e-01,2.646559529831181146e-01,1.259091769745288580e-01,2.435706531284524412e-01
1.385292431140768277e-01,2.480799214825735177e-01,1.930530830956320720e-01,2.126152090399452133e-01
1.625610979797265099e-01,2.469060399113113813e-01,1.767030928860005290e-01,2.084843422791017031e-01
1.536001258812526304e-01,2.312397031515490142e-01,1.614615446639618701e-01,2.453847145796749785e-01
1.606022477503578072e-01,2.435389342368666499e-01,1.783922640875851839e-01,2.123495170098530505e-01
1.740999463051269291e-01,2.327311743159552748e-01,1.937540942961815948e-01,1.971477746254803320e-01
