1.101622125753125596e-03,1.453111934894823695e-02,2.848537260068150119e-03,4.952796301969855097e-01
8.254775606885112263e-03,5.799535001576414540e-04,4.954620740442953197e-01,9.002900872488795933e-03
2.027691517008998036e-04,4.978999878254958822e-01,3.011941449113739329e-04,7.799428589211158773e-03
4.784751208918257542e-04,4.990233514759973010e-01,2.876521358356598349e-04,3.122848339174839807e-03
4.983152796540085694e-01,9.017762328821807370e-04,3.054815112113328391e-03,2.741867527003358316e-03
1.525501644579527411e-03,8.956668680172657441e-04,4.980358816099194619e-01,5.372374626639593587e-03
5.843674545159300605e-03,6.937987993086585682e-04,4.969980521480113489e-01,5.335286438951372494e-03
7.108647459834048932e-04,4.991107890451503271e-01,3.296482308712895192e-04,2.503038069670390515e-03
3.828169048590403050e-04,4.960332617970314995e-01,4.978183604931290781e-04,1.464341337359341584e-02
4.626578248550723194e-04,4.982308656212146025e-01,4.357844289518889155e-04,6.115192314236137308e-03
4.997535922340287096e-01,1.996076672814758174e-04,2.732320033147058120e-04,5.120079704224141711e-04
3.836868205623441999e-04,4.985471444649532402e-01,6.236278207064188108e-04,4.763954781702188154e-03
4.214571451155783811e-04,4.990356777437170432e-01,2.502819444933820350e-04,3.167814071838268106e-03
6.302850376201659700e-03,3.696974630071897115e-04,7.967250436393284512e-04,4.981154217958453367e-01
3.396462089206857011e-03,7.456192257096642744e-04,4.982844641718953138e-01,2.677256315084785340e-03
1.381459946555884874e-02,1.690128006683813385e-03,4.619236765062775807e-01,1.117636278691705037e-01
2.857578648016300717e-03,4.738303849681543140e-04,4.980178137501614088e-01,4.536982291047178713e-03
2.684946056235584886e-03,4.235589927595539658e-04,4.985051598871227951e-01,2.837554953721556968e-03
4.997709238533953324e-01,2.317602197417786369e-04,3.581903599695104553e-04,3.257266745565925276e-04
4.997073040630239382e-01,1.451575927853919327e-04,3.809360519544913951e-04,6.435043337150734080e-04
3.932927843299307029e-04,4.994745400592126017e-01,3.084898086208900892e-04,1.395720884142363089e-03
1.401438893018072326e-03,1.443800762971916840e-01,2.067165181261878485e-03,4.528887587517675950e-01
6.195147466055289653e-04,4.959384464552433758e-01,3.093940295396199356e-04,1.495877969938865307e-02
1.984030886759969615e-03,3.267409748807230119e-01,1.147055503822726891e-01,2.770031816492436461e-01
4.486378068987315060e-03,9.507087088019780270e-04,4.974975990147161853e-01,4.481401771619473486e-03
2.746159160256127565e-03,8.422112271429304858e-04,4.983827184442332636e-01,2.843442248240589821e-03
2.192154065838048099e-03,4.962641851209039223e-01,7.016767368141838121e-04,1.179256991956268916e-02
1.133503145008428340e-03,6.807777926508594771e-04,4.991273577611063383e-01,1.665681310939228161e-03
3.776089534215846632e-04,4.991897348262144818e-01,3.645898843838803259e-04,2.487089195438132311e-03
3.908450457481208451e-01,2.414984049722017079e-01,4.315671377607873012e-03,3.443065135600169302e-02
2.128805844631522382e-03,6.551650502392654179e-04,4.984868559482498185e-01,3.234968336068353659e-03
1.542750012510160076e-03,1.744885481133337220e-03,2.206383201764826275e-04,4.991200006687469548e-01
3.401086408567740617e-03,8.217882292410345207e-04,4.982401846686820290e-01,2.771725960783564743e-03
4.220731250238495859e-03,2.029239135677054010e-02,2.946899861455892777e-01,3.578351088617575670e-01
3.445638811372650056e-03,2.089858305588936441e-02,3.640066031692245794e-04,4.936282551856181477e-01
3.656086472580306608e-04,4.994517370967124781e-01,2.731184440292014110e-04,1.549317949118148149e-03
1.316946514116379505e-03,5.284215129553073570e-02,5.356562985783450831e-02,4.698598993975970917e-01
9.594589173093205723e-04,4.981059930135410818e-01,2.538524643562130897e-04,6.293184620392223982e-03
4.997236244925027382e-01,1.017414410346771225e-04,3.033659270517490535e-04,6.992861829433691390e-04
4.996902813471598148e-01,2.132707110917262967e-04,5.909697771951345291e-04,4.332166771415512665e-04
1.526909107178080986e-03,8.445465906457750747e-04,4.987707388891179372e-01,2.524125301839049741e-03
1.517096014740671470e-03,5.498881419832348525e-04,4.988445224653484944e-01,2.535235435322861792e-03
3.965532596284571110e-03,5.568714959902116993e-04,4.976992274152513551e-01,4.601093242405629100e-03
6.744395203958005250e-03,8.946330905740541546e-04,4.965093877717608462e-01,6.142064282808869236e-03
4.599307213827067559e-03,4.759881292999403805e-04,4.066618708070646963e-04,4.986203046390069171e-01
3.331972215561280950e-03,6.084133470009577297e-04,4.978313219257874400e-01,4.663546691003631235e-03
1.604815669826246656e-03,4.356754100029240351e-01,1.269465470573871322e-03,1.837346095913281185e-01
4.997128089704033216e-01,1.462027559973839237e-04,4.846568699337366220e-04,5.167466086735243453e-04
5.579935936039340282e-04,4.990764966953417647e-01,4.115553115214849039e-04,2.709744866216248077e-03
1.145564060917133925e-03,7.968009791458918745e-02,4.190183064583423780e-03,4.759092873976252802e-01
4.998276533880374739e-01,9.534288637389552843e-05,2.776137896485754908e-04,3.160606304898167201e-04
3.713501671170127416e-03,4.794862452357952498e-01,8.921147597938127762e-04,6.907543233567191299e-02
3.557476159437758089e-04,4.992008420553163406e-01,6.529652364037970714e-04,2.177489488910491419e-03
4.184056118395150362e-04,4.995018501069552475e-01,2.178443555998343787e-04,1.352410833767519289e-03
3.203415071991280380e-03,5.803328064502621736e-04,4.977253932395492853e-01,5.235395879809556265e-03
6.706767124137355757e-04,4.992326063101431011e-01,3.490523735405458576e-04,2.040465210723283861e-03
4.998164248249447050e-01,1.064127319920310321e-04,3.294280018865398518e-04,2.980181143244030719e-04
2.365473582642501835e-03,1.768890675808083013e-01,1.658929606247769176e-03,4.385379296930833060e-01
